Good\149.bmp 1 6 28 33 33
Good\150.bmp 1 10 18 34 34
Good\151.bmp 1 12 4 35 35
Good\152.bmp 1 20 20 38 38
Good\153.bmp 1 8 25 33 33
Good\154.bmp 1 8 5 36 36
Good\155.bmp 1 0 1 35 35
Good\156.bmp 1 4 10 38 38
Good\157.bmp 1 18 7 31 31
Good\158.bmp 1 7 26 36 36
Good\159.bmp 1 18 0 34 34
Good\160.bmp 1 19 2 36 36
Good\161.bmp 1 4 15 36 36
Good\162.bmp 1 1 16 30 30
Good\163.bmp 1 13 6 39 39
Good\164.bmp 1 4 8 37 37
Good\165.bmp 1 14 16 32 32
Good\166.bmp 1 5 10 37 37
Good\167.bmp 1 25 1 35 35
Good\168.bmp 1 9 24 34 34
Good\169.bmp 1 25 6 34 34
Good\170.bmp 1 24 20 35 35
Good\171.bmp 1 25 23 36 36
Good\172.bmp 1 15 7 39 39
Good\173.bmp 1 6 1 33 33
Good\174.bmp 1 14 27 34 34
Good\175.bmp 1 20 14 35 35
Good\176.bmp 1 13 10 34 34
Good\177.bmp 1 27 5 31 31
Good\178.bmp 1 25 18 31 31
Good\179.bmp 1 22 12 38 38
Good\180.bmp 1 11 11 39 39
Good\181.bmp 1 19 15 38 38
Good\182.bmp 1 15 7 33 33
Good\183.bmp 1 16 19 39 39
Good\184.bmp 1 18 4 38 38
Good\185.bmp 1 21 17 37 37
Good\186.bmp 1 23 23 31 31
Good\187.bmp 1 2 11 37 37
Good\188.bmp 1 2 9 31 31
Good\189.bmp 1 23 19 39 39
Good\190.bmp 1 3 21 39 39
Good\191.bmp 1 25 6 35 35
Good\192.bmp 1 16 16 36 36
Good\193.bmp 1 23 30 31 31
Good\194.bmp 1 3 16 36 36
Good\195.bmp 1 19 15 38 38
Good\196.bmp 1 10 14 34 34
Good\197.bmp 1 18 19 35 35
Good\198.bmp 1 3 16 30 30
Good\199.bmp 1 28 20 30 30
Good\200.bmp 1 3 23 30 30
Good\201.bmp 1 15 9 36 36
Good\202.bmp 1 12 10 36 36
Good\203.bmp 1 24 30 32 32
Good\204.bmp 1 27 6 35 35
Good\205.bmp 1 3 3 37 37
Good\206.bmp 1 0 20 31 31
Good\207.bmp 1 7 23 38 38
Good\208.bmp 1 17 21 39 39
Good\209.bmp 1 27 13 33 33
Good\210.bmp 1 11 6 30 30
Good\211.bmp 1 6 13 31 31
Good\212.bmp 1 14 17 34 34
Good\213.bmp 1 12 29 31 31
Good\214.bmp 1 5 17 31 31
Good\215.bmp 1 14 11 35 35
Good\216.bmp 1 12 13 31 31
Good\217.bmp 1 13 21 31 31
Good\218.bmp 1 21 3 35 35
Good\219.bmp 1 2 8 30 30
Good\220.bmp 1 1 17 34 34
Good\221.bmp 1 5 17 32 32
Good\222.bmp 1 14 17 39 39
Good\223.bmp 1 5 0 30 30
Good\224.bmp 1 20 19 37 37
Good\225.bmp 1 1 3 35 35
Good\226.bmp 1 3 13 37 37
Good\227.bmp 1 11 22 31 31
Good\228.bmp 1 14 2 39 39
Good\229.bmp 1 27 19 35 35
Good\230.bmp 1 14 10 35 35
Good\231.bmp 1 2 16 37 37
Good\232.bmp 1 15 19 33 33
Good\233.bmp 1 20 13 36 36
Good\234.bmp 1 5 17 34 34
Good\235.bmp 1 1 4 30 30
Good\236.bmp 1 30 1 30 30
Good\237.bmp 1 6 11 38 38
Good\238.bmp 1 18 7 33 33
Good\239.bmp 1 6 10 38 38
Good\240.bmp 1 28 11 34 34
Good\241.bmp 1 29 20 31 31
Good\242.bmp 1 3 12 39 39
Good\243.bmp 1 16 14 37 37
Good\244.bmp 1 20 20 39 39
Good\245.bmp 1 5 21 35 35
Good\246.bmp 1 1 27 33 33
Good\247.bmp 1 16 4 37 37
Good\248.bmp 1 9 24 32 32
Good\249.bmp 1 18 19 36 36
Good\250.bmp 1 8 21 32 32
Good\251.bmp 1 11 28 33 33
Good\252.bmp 1 5 30 31 31
Good\253.bmp 1 15 22 31 31
Good\254.bmp 1 12 14 32 32
Good\255.bmp 1 3 12 37 37
Good\256.bmp 1 32 1 30 30
Good\257.bmp 1 27 2 34 34
Good\258.bmp 1 8 9 32 32
Good\259.bmp 1 11 5 38 38
Good\260.bmp 1 18 20 34 34
Good\261.bmp 1 13 0 34 34
Good\262.bmp 1 8 9 37 37
Good\263.bmp 1 23 26 31 31
Good\264.bmp 1 5 0 39 39
Good\265.bmp 1 25 4 33 33
Good\266.bmp 1 24 5 35 35
Good\267.bmp 1 23 19 33 33
Good\268.bmp 1 7 13 34 34
Good\269.bmp 1 7 9 37 37
Good\270.bmp 1 24 12 34 34
Good\271.bmp 1 30 23 31 31
Good\272.bmp 1 24 24 37 37
Good\273.bmp 1 5 21 39 39
Good\274.bmp 1 11 24 38 38
Good\275.bmp 1 16 0 39 39
Good\276.bmp 1 1 20 32 32
Good\277.bmp 1 12 4 39 39
Good\278.bmp 1 13 25 33 33
Good\279.bmp 1 11 6 36 36
Good\280.bmp 1 15 19 31 31
Good\281.bmp 1 8 9 38 38
Good\282.bmp 1 23 13 31 31
Good\283.bmp 1 20 13 37 37
Good\284.bmp 1 7 7 31 31
Good\285.bmp 1 0 3 35 35
Good\286.bmp 1 2 1 32 32
Good\287.bmp 1 20 16 32 32
Good\288.bmp 1 25 8 33 33
Good\289.bmp 1 8 9 39 39
Good\290.bmp 1 6 16 32 32
Good\291.bmp 1 12 23 31 31
Good\292.bmp 1 4 20 38 38
Good\293.bmp 1 3 2 35 35
Good\294.bmp 1 8 7 31 31
Good\295.bmp 1 23 10 34 34
Good\296.bmp 1 27 3 31 31
Good\297.bmp 1 0 23 33 33
Good\298.bmp 1 26 26 31 31
Good\299.bmp 1 5 15 30 30
Good\300.bmp 1 8 4 38 38
Good\301.bmp 1 5 13 38 38
Good\302.bmp 1 24 11 37 37
Good\303.bmp 1 6 14 35 35
Good\304.bmp 1 23 3 30 30
Good\305.bmp 1 5 4 34 34
Good\306.bmp 1 23 4 35 35
Good\307.bmp 1 6 17 36 36
Good\308.bmp 1 19 14 39 39
Good\309.bmp 1 11 23 31 31
Good\310.bmp 1 18 15 36 36
Good\311.bmp 1 10 10 38 38
Good\312.bmp 1 0 9 39 39
Good\313.bmp 1 5 4 37 37
Good\314.bmp 1 0 21 38 38
Good\315.bmp 1 9 10 35 35
Good\316.bmp 1 7 10 30 30
Good\317.bmp 1 23 8 35 35
Good\318.bmp 1 15 19 31 31
Good\319.bmp 1 11 5 34 34
Good\320.bmp 1 3 2 30 30
Good\321.bmp 1 14 24 36 36
Good\322.bmp 1 29 21 30 30
Good\323.bmp 1 11 6 34 34
Good\324.bmp 1 3 4 39 39
Good\325.bmp 1 22 2 34 34
Good\326.bmp 1 6 22 37 37
Good\327.bmp 1 18 24 36 36
Good\328.bmp 1 7 8 39 39
Good\329.bmp 1 21 2 38 38
Good\330.bmp 1 27 26 30 30
Good\331.bmp 1 12 10 38 38
Good\332.bmp 1 12 10 33 33
Good\333.bmp 1 17 4 38 38
Good\334.bmp 1 5 0 35 35
Good\335.bmp 1 17 5 39 39
Good\336.bmp 1 19 4 39 39
Good\337.bmp 1 14 23 38 38
Good\338.bmp 1 23 2 35 35
Good\339.bmp 1 3 7 39 39
Good\340.bmp 1 0 15 35 35
Good\341.bmp 1 31 30 30 30
Good\342.bmp 1 24 12 31 31
Good\343.bmp 1 14 17 35 35
Good\344.bmp 1 22 3 36 36
Good\345.bmp 1 19 16 33 33
Good\346.bmp 1 9 18 33 33
Good\347.bmp 1 12 1 39 39
Good\348.bmp 1 17 19 31 31
Good\349.bmp 1 29 3 31 31
Good\350.bmp 1 4 11 36 36
Good\351.bmp 1 7 13 37 37
Good\352.bmp 1 18 22 38 38
Good\353.bmp 1 27 28 30 30
Good\354.bmp 1 5 18 31 31
Good\355.bmp 1 4 5 31 31
Good\356.bmp 1 1 15 35 35
Good\357.bmp 1 14 25 30 30
Good\358.bmp 1 3 12 38 38
Good\359.bmp 1 2 25 37 37
Good\360.bmp 1 3 13 36 36
Good\361.bmp 1 2 14 39 39
Good\362.bmp 1 12 7 39 39
Good\363.bmp 1 4 10 38 38
Good\364.bmp 1 24 16 37 37
Good\365.bmp 1 20 2 37 37
Good\366.bmp 1 1 5 30 30
Good\367.bmp 1 10 14 31 31
Good\368.bmp 1 12 0 39 39
Good\369.bmp 1 23 8 39 39
Good\370.bmp 1 6 16 37 37
Good\371.bmp 1 11 28 32 32
Good\372.bmp 1 23 12 33 33
Good\373.bmp 1 15 20 35 35
Good\374.bmp 1 19 12 36 36
Good\375.bmp 1 16 16 39 39
Good\376.bmp 1 22 6 34 34
Good\377.bmp 1 31 15 30 30
Good\378.bmp 1 24 7 35 35
Good\379.bmp 1 26 26 33 33
Good\380.bmp 1 29 9 32 32
Good\381.bmp 1 15 12 37 37
Good\382.bmp 1 3 5 35 35
Good\383.bmp 1 13 14 37 37
Good\384.bmp 1 27 12 32 32
Good\385.bmp 1 6 23 39 39
Good\386.bmp 1 28 25 33 33
Good\387.bmp 1 0 28 31 31
Good\388.bmp 1 22 2 37 37
Good\389.bmp 1 20 4 37 37
Good\390.bmp 1 0 8 31 31
Good\391.bmp 1 13 31 30 30
Good\392.bmp 1 28 12 30 30
Good\393.bmp 1 26 22 34 34
Good\394.bmp 1 6 19 39 39
Good\395.bmp 1 23 14 38 38
Good\396.bmp 1 9 15 36 36
Good\397.bmp 1 8 18 37 37
Good\398.bmp 1 21 24 36 36
Good\399.bmp 1 24 18 32 32
Good\400.bmp 1 6 16 39 39
Good\401.bmp 1 22 8 39 39
Good\402.bmp 1 12 2 37 37
Good\403.bmp 1 8 12 32 32
Good\404.bmp 1 7 14 35 35
Good\405.bmp 1 19 7 30 30
Good\406.bmp 1 1 20 37 37
Good\407.bmp 1 2 17 36 36
Good\408.bmp 1 2 15 38 38
Good\409.bmp 1 0 23 38 38
Good\410.bmp 1 6 16 33 33
Good\411.bmp 1 18 3 32 32
Good\412.bmp 1 1 6 33 33
Good\413.bmp 1 0 0 35 35
Good\414.bmp 1 0 15 31 31
Good\415.bmp 1 24 4 36 36
Good\416.bmp 1 17 4 33 33
Good\417.bmp 1 26 16 31 31
Good\418.bmp 1 28 22 30 30
Good\419.bmp 1 2 19 35 35
Good\420.bmp 1 15 22 34 34
Good\421.bmp 1 10 13 37 37
Good\422.bmp 1 16 24 37 37
Good\423.bmp 1 25 3 37 37
Good\424.bmp 1 18 11 35 35
Good\425.bmp 1 19 11 36 36
Good\426.bmp 1 2 18 37 37
Good\427.bmp 1 28 3 32 32
Good\428.bmp 1 14 19 36 36
Good\429.bmp 1 18 22 37 37
Good\430.bmp 1 30 22 31 31
Good\431.bmp 1 5 16 30 30
Good\432.bmp 1 27 9 31 31
Good\433.bmp 1 18 13 33 33
Good\434.bmp 1 23 2 31 31
Good\435.bmp 1 9 17 30 30
Good\436.bmp 1 7 13 31 31
Good\437.bmp 1 24 16 32 32
Good\438.bmp 1 16 6 37 37
Good\439.bmp 1 7 5 36 36
Good\440.bmp 1 19 7 35 35
Good\441.bmp 1 9 20 35 35
Good\442.bmp 1 19 5 32 32
Good\443.bmp 1 2 16 35 35
Good\444.bmp 1 4 9 36 36
Good\445.bmp 1 27 13 32 32
Good\446.bmp 1 10 6 33 33
Good\447.bmp 1 24 11 38 38
Good\448.bmp 1 18 30 32 32
Good\449.bmp 1 1 7 30 30
Good\450.bmp 1 18 11 39 39
Good\451.bmp 1 2 21 34 34
Good\452.bmp 1 4 12 39 39
Good\453.bmp 1 12 25 33 33
Good\454.bmp 1 17 0 35 35
Good\455.bmp 1 4 9 35 35
Good\456.bmp 1 16 13 31 31
Good\457.bmp 1 8 4 38 38
Good\458.bmp 1 9 19 35 35
Good\459.bmp 1 28 2 31 31
Good\460.bmp 1 9 25 34 34
Good\461.bmp 1 22 24 34 34
Good\462.bmp 1 6 21 32 32
Good\463.bmp 1 28 0 32 32
Good\464.bmp 1 13 15 37 37
Good\465.bmp 1 7 10 35 35
Good\466.bmp 1 10 11 35 35
Good\467.bmp 1 1 7 33 33
Good\468.bmp 1 30 15 32 32
Good\469.bmp 1 22 21 37 37
Good\470.bmp 1 1 21 38 38
Good\471.bmp 1 2 7 38 38
Good\472.bmp 1 7 29 32 32
Good\473.bmp 1 16 5 33 33
Good\474.bmp 1 12 15 39 39
Good\475.bmp 1 5 7 31 31
Good\476.bmp 1 8 24 38 38
Good\477.bmp 1 27 7 35 35
Good\478.bmp 1 13 0 37 37
Good\479.bmp 1 17 24 37 37
Good\480.bmp 1 0 11 32 32
Good\481.bmp 1 6 21 39 39
Good\482.bmp 1 2 18 39 39
Good\483.bmp 1 4 24 31 31
Good\484.bmp 1 7 3 34 34
Good\485.bmp 1 21 4 32 32
Good\486.bmp 1 22 19 38 38
Good\487.bmp 1 24 10 37 37
Good\488.bmp 1 7 9 30 30
Good\489.bmp 1 14 7 32 32
Good\490.bmp 1 0 25 34 34
Good\491.bmp 1 4 14 34 34
Good\492.bmp 1 26 6 32 32
Good\493.bmp 1 21 9 34 34
Good\494.bmp 1 14 18 34 34
Good\495.bmp 1 15 26 35 35
Good\496.bmp 1 17 12 36 36
Good\497.bmp 1 3 8 30 30
Good\498.bmp 1 11 11 39 39
Good\499.bmp 1 17 18 32 32
Good\500.bmp 1 23 1 33 33
Good\501.bmp 1 27 23 34 34
Good\502.bmp 1 18 2 36 36
Good\503.bmp 1 2 14 32 32
Good\504.bmp 1 2 6 34 34
Good\505.bmp 1 15 0 31 31
Good\506.bmp 1 11 23 39 39
Good\507.bmp 1 19 1 35 35
Good\508.bmp 1 11 12 32 32
Good\509.bmp 1 25 5 37 37
Good\510.bmp 1 7 1 35 35
Good\511.bmp 1 26 3 32 32
Good\512.bmp 1 21 3 35 35
Good\513.bmp 1 2 10 35 35
Good\514.bmp 1 23 5 34 34
Good\515.bmp 1 5 10 37 37
Good\516.bmp 1 8 23 36 36
Good\517.bmp 1 19 19 37 37
Good\518.bmp 1 12 20 33 33
Good\519.bmp 1 23 6 37 37
Good\520.bmp 1 20 21 37 37
Good\521.bmp 1 3 16 34 34
Good\522.bmp 1 12 7 33 33
Good\523.bmp 1 8 12 34 34
Good\524.bmp 1 3 26 36 36
Good\525.bmp 1 2 19 37 37
Good\526.bmp 1 11 22 39 39
Good\527.bmp 1 1 2 32 32
Good\528.bmp 1 24 30 32 32
Good\529.bmp 1 23 0 33 33
Good\530.bmp 1 19 11 35 35
Good\531.bmp 1 22 3 34 34
Good\532.bmp 1 17 28 32 32
Good\533.bmp 1 4 10 37 37
Good\534.bmp 1 11 0 31 31
Good\535.bmp 1 26 18 33 33
Good\536.bmp 1 25 24 37 37
Good\537.bmp 1 12 21 37 37
Good\538.bmp 1 6 3 31 31
Good\539.bmp 1 16 7 32 32
Good\540.bmp 1 16 12 34 34
Good\541.bmp 1 12 1 33 33
Good\542.bmp 1 2 22 39 39
Good\543.bmp 1 31 9 31 31
Good\544.bmp 1 10 9 38 38
Good\545.bmp 1 21 24 36 36
Good\546.bmp 1 14 7 31 31
Good\547.bmp 1 10 27 31 31
Good\548.bmp 1 19 0 32 32
Good\549.bmp 1 31 16 31 31
Good\550.bmp 1 4 1 38 38
Good\551.bmp 1 20 11 31 31
Good\552.bmp 1 21 12 30 30
Good\553.bmp 1 29 27 33 33
Good\554.bmp 1 18 26 31 31
Good\555.bmp 1 19 0 38 38
Good\556.bmp 1 24 16 32 32
Good\557.bmp 1 18 16 35 35
Good\558.bmp 1 10 7 33 33
Good\559.bmp 1 1 0 36 36
Good\560.bmp 1 1 0 37 37
Good\561.bmp 1 25 2 32 32
Good\562.bmp 1 24 26 33 33
Good\563.bmp 1 28 10 31 31
Good\564.bmp 1 14 10 39 39
Good\565.bmp 1 25 2 37 37
Good\566.bmp 1 4 8 38 38
Good\567.bmp 1 16 23 31 31
Good\568.bmp 1 25 3 35 35
Good\569.bmp 1 10 15 39 39
Good\570.bmp 1 21 24 35 35
Good\571.bmp 1 13 11 34 34
Good\572.bmp 1 16 23 36 36
Good\573.bmp 1 17 17 35 35
Good\574.bmp 1 11 2 31 31
Good\575.bmp 1 28 6 31 31
Good\576.bmp 1 4 22 38 38
Good\577.bmp 1 9 24 38 38
Good\578.bmp 1 20 10 31 31
Good\579.bmp 1 26 27 34 34
Good\580.bmp 1 1 2 39 39
Good\581.bmp 1 23 27 33 33
Good\582.bmp 1 2 3 34 34
Good\583.bmp 1 11 16 35 35
Good\584.bmp 1 8 16 37 37
Good\585.bmp 1 8 8 36 36
Good\586.bmp 1 13 3 38 38
Good\587.bmp 1 10 9 37 37
Good\588.bmp 1 9 31 30 30
Good\589.bmp 1 1 11 39 39
Good\590.bmp 1 22 2 31 31
Good\591.bmp 1 6 31 30 30
Good\592.bmp 1 4 2 39 39
Good\593.bmp 1 22 1 33 33
Good\594.bmp 1 14 11 36 36
Good\595.bmp 1 19 12 39 39
Good\596.bmp 1 8 14 39 39
Good\597.bmp 1 18 13 38 38
Good\598.bmp 1 5 13 37 37
Good\599.bmp 1 2 13 30 30
Good\600.bmp 1 6 14 36 36
Good\601.bmp 1 3 23 39 39
Good\602.bmp 1 28 6 33 33
Good\603.bmp 1 10 11 35 35
Good\604.bmp 1 6 10 36 36
Good\605.bmp 1 5 16 31 31
Good\606.bmp 1 7 0 31 31
Good\607.bmp 1 0 14 34 34
Good\608.bmp 1 15 20 34 34
Good\609.bmp 1 17 14 30 30
Good\610.bmp 1 6 3 32 32
Good\611.bmp 1 28 13 32 32
Good\612.bmp 1 18 15 39 39
Good\613.bmp 1 4 15 37 37
Good\614.bmp 1 24 4 36 36
Good\615.bmp 1 12 7 33 33
Good\616.bmp 1 14 15 37 37
Good\617.bmp 1 21 12 37 37
Good\618.bmp 1 20 2 33 33
Good\619.bmp 1 1 20 32 32
Good\620.bmp 1 5 12 37 37
Good\621.bmp 1 9 7 34 34
Good\622.bmp 1 1 15 39 39
Good\623.bmp 1 26 6 35 35
Good\624.bmp 1 0 18 33 33
Good\625.bmp 1 17 13 39 39
Good\626.bmp 1 5 25 31 31
Good\627.bmp 1 22 15 39 39
Good\628.bmp 1 7 18 37 37
Good\629.bmp 1 24 11 37 37
Good\630.bmp 1 14 5 30 30
Good\631.bmp 1 28 13 30 30
Good\632.bmp 1 12 8 38 38
Good\633.bmp 1 24 5 30 30
Good\634.bmp 1 4 3 35 35
Good\635.bmp 1 22 14 37 37
Good\636.bmp 1 17 18 33 33
Good\637.bmp 1 1 9 39 39
Good\638.bmp 1 26 3 30 30
Good\639.bmp 1 22 15 35 35
Good\640.bmp 1 5 18 33 33
Good\641.bmp 1 16 12 30 30
Good\642.bmp 1 0 19 39 39
Good\643.bmp 1 20 19 36 36
Good\644.bmp 1 20 26 33 33
Good\645.bmp 1 2 22 37 37
Good\646.bmp 1 8 16 34 34
Good\647.bmp 1 8 10 30 30
Good\648.bmp 1 20 20 30 30
Good\649.bmp 1 18 18 36 36
Good\650.bmp 1 13 12 39 39
Good\651.bmp 1 3 9 37 37
Good\652.bmp 1 27 13 30 30
Good\653.bmp 1 7 3 39 39
Good\654.bmp 1 20 23 39 39
Good\655.bmp 1 4 10 35 35
Good\656.bmp 1 12 23 36 36
Good\657.bmp 1 22 12 35 35
Good\658.bmp 1 3 22 35 35
Good\659.bmp 1 18 22 35 35
Good\660.bmp 1 4 16 31 31
Good\661.bmp 1 20 18 35 35
Good\662.bmp 1 1 20 34 34
Good\663.bmp 1 12 11 38 38
Good\664.bmp 1 22 7 36 36
Good\665.bmp 1 18 6 31 31
Good\666.bmp 1 5 7 31 31
Good\667.bmp 1 23 11 34 34
Good\668.bmp 1 2 24 35 35
Good\669.bmp 1 26 3 33 33
Good\670.bmp 1 14 20 32 32
Good\671.bmp 1 22 2 37 37
Good\672.bmp 1 22 12 32 32
Good\673.bmp 1 3 8 39 39
Good\674.bmp 1 13 9 31 31
Good\675.bmp 1 14 16 31 31
Good\676.bmp 1 16 17 35 35
Good\677.bmp 1 27 21 33 33
Good\678.bmp 1 22 1 36 36
Good\679.bmp 1 22 24 30 30
Good\680.bmp 1 5 19 32 32
Good\681.bmp 1 14 1 30 30
Good\682.bmp 1 23 14 32 32
Good\683.bmp 1 11 4 37 37
Good\684.bmp 1 22 14 34 34
Good\685.bmp 1 21 0 37 37
Good\686.bmp 1 14 12 34 34
Good\687.bmp 1 11 4 32 32
Good\688.bmp 1 11 13 33 33
Good\689.bmp 1 0 26 36 36
Good\690.bmp 1 25 0 32 32
Good\691.bmp 1 4 30 32 32
Good\692.bmp 1 27 22 35 35
Good\693.bmp 1 12 13 30 30
Good\694.bmp 1 26 19 33 33
Good\695.bmp 1 16 21 35 35
Good\696.bmp 1 28 29 31 31
Good\697.bmp 1 18 0 33 33
Good\698.bmp 1 23 9 39 39
Good\699.bmp 1 13 17 32 32
Good\700.bmp 1 20 12 37 37
Good\701.bmp 1 12 16 38 38
Good\702.bmp 1 1 17 32 32
Good\703.bmp 1 7 2 39 39
Good\704.bmp 1 25 3 37 37
Good\705.bmp 1 9 0 37 37
Good\706.bmp 1 11 29 33 33
Good\707.bmp 1 18 21 35 35
Good\708.bmp 1 16 15 36 36
Good\709.bmp 1 16 3 38 38
Good\710.bmp 1 29 20 30 30
Good\711.bmp 1 13 3 39 39
Good\712.bmp 1 12 8 39 39
Good\713.bmp 1 13 1 33 33
Good\714.bmp 1 0 21 33 33
Good\715.bmp 1 2 13 37 37
Good\716.bmp 1 12 21 38 38
Good\717.bmp 1 25 7 30 30
Good\718.bmp 1 6 5 39 39
Good\719.bmp 1 22 16 39 39
Good\720.bmp 1 8 13 39 39
Good\721.bmp 1 24 12 37 37
Good\722.bmp 1 6 9 34 34
Good\723.bmp 1 13 22 36 36
Good\724.bmp 1 10 11 30 30
Good\725.bmp 1 24 8 36 36
Good\726.bmp 1 24 21 32 32
Good\727.bmp 1 9 8 34 34
Good\728.bmp 1 5 5 38 38
Good\729.bmp 1 20 30 32 32
Good\730.bmp 1 23 17 36 36
Good\731.bmp 1 12 22 39 39
Good\732.bmp 1 5 2 30 30
Good\733.bmp 1 0 3 34 34
Good\734.bmp 1 1 25 37 37
Good\735.bmp 1 15 20 39 39
